Apparel ID,Apparel Name,Image Assets,Image URLs,Type,Age Range,Size,Cloth Material,Prize Range,Top Wear or bottom Wear,Texture,Gender,Colour,Cloth Sleeves,Events,Matching Body Type,Matching Face Type,Skin tone Matching,Undertone Matching
APRL_499,Men's Thobe,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_270.jpg,Men's Thobe,Adults,L,Linen Blend,Mid-Range,Full-length garment,"Textured fabric, Solid color",Male,Black,Short sleeves,"casual, religious, cultural, semi-formal","rectangle, apple, pear, inverted triangle","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_500,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_271.jpg,Abaya,Adults,L,Georgette Blend,Mid-Range,Dress,"Smooth fabric, Floral Embroidery",Female,"Maroon, Black","Full sleeves, Batwing style","casual, formal, religious events, festive, party","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_501,Embroidered Salwar Kameez Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_272.jpg,Embroidered Salwar Kameez Set,Adults,M,Chiffon Blend,Mid-Range,"Top wear, Bottom wear","Embroidered, Sheer, Smooth fabric",Female,Light Purple,Full sleeves,"casual, party, festive, wedding guest","rectangle, pear, apple, hourglass, inverted triangle","oval, round, square, rectangular, heart, diamond","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_502,Women's Embroidered Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_273.jpg,Women's Embroidered Sharara Suit,Adults,Standard,Georgette Blend,Mid-Range,Ethnic Suit,"Smooth fabric, Embroidery, Printed dupatta",Female,"Brown, Teal, Multi-color",Full sleeves,"casual, party, wedding, festive, semi-formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_503,Women's Embroidered Peplum Kurta with Dhoti Pants,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_274.jpg,Women's Embroidered Peplum Kurta with Dhoti Pants,Adults,L,Cotton Blend,Mid-Range,Suit Set,"Smooth fabric, Embroidery, Sequins, Zari work",Female,"Black, Gold",Full sleeves,"party, wedding, festive, formal","hourglass, pear, rectangle, inverted triangle","oval, round, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_504,Women's Anarkali Suit Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_275.jpg,Women's Anarkali Suit Set,Adults,Not specified,Cotton Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Printed, Embroidered",Female,Mauve Purple,Full sleeves,"casual, party, festive, wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","fair, light, tan, olive, dark","warm, neutral, cool"
APRL_505,Embroidered Salwar Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_276.jpg,Embroidered Salwar Suit,Adults,M,Rayon Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Intricate embroidery",Female,"Off-white, Black",Full sleeves,"casual, party, wedding, festive, formal","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart","fair, light, tan, olive, dark","warm, neutral, cool"
APRL_506,Women's Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_277.jpg,Women's Kaftan Dress,Adults,L,Georgette,Mid-Range,Dress,"Smooth fabric, Embroidery, Flowy",Female,"Teal, Gold","Kaftan sleeves, Full sleeves","casual, party, festive, wedding, special occasion","rectangle, apple, pear, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","tan, olive, dark, fair, light, ebony","warm, neutral, cool"
APRL_507,Women's Floral Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_278.jpg,Women's Floral Maxi Dress,Adults,L,Polyester Blend,Mid-Range,Full body wear,"Smooth fabric, Floral print, Ruffled hem, Tie-waist",Female,"Yellow, White floral print","Full sleeves, Ruffled cuffs","casual, daytime, summer, spring, party, holiday","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_508,Green Embroidered Strapless Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_279.jpg,Green Embroidered Strapless Gown,Adults,L,Georgette,Mid-Range,Dress,"Smooth fabric, Heavy embroidery, Beadwork",Female,"Green, Blue, Gold, White",Strapless,"party, wedding, formal, festive","rectangle, apple, pear, inverted triangle","oval, round, square","fair, light, olive, tan","warm, neutral"
APRL_509,Embroidered Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_281.jpg,Embroidered Kaftan Gown,Adults,M,Georgette Blend,Mid-Range,Full body wear,"Smooth fabric, Intricate embroidery",Female,"Red, Gold",Full sleeves,"formal, party, wedding, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_510,Women's Rainbow Trim Hoodie,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_282.jpg,Women's Rainbow Trim Hoodie,Adults,Standard,Cotton Blend,Mid-Range,Top wear,"Smooth knit, speckled, ribbed cuffs",Female,"Cream, Multicolor trim",Long sleeves,"casual, everyday, leisure, athleisure","rectangle, apple, pear, inverted triangle, hourglass","oval, round, heart, square","fair, light, tan, olive, dark","warm, neutral"
APRL_511,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_283.jpg,Embroidered Kaftan Dress,Adults,L,Georgette,Mid-Range,Dress,"Smooth fabric, Intricate embroidery",Female,"Coral, Gold","Full sleeves, Bell cuffs","Party, Wedding, Formal, Festive, Evening","hourglass, pear, apple, rectangle, inverted triangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_512,Men's Nehru Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_284.jpg,Men's Nehru Jacket,Adults,L,Silk Blend,Mid-Range,Top wear,"Smooth fabric, Slub texture, Button closure, Contrast trim",Male,"Mustard Yellow, Black",Sleeveless,"casual, party, wedding, formal, festive, seasonal","rectangle, apple, inverted triangle","oval, round, square","dark, tan, olive, fair, light","warm, neutral"
APRL_513,Men's Kurta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_284.jpg,Men's Kurta,Adults,L,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Subtle weave, Embroidered patterns",Male,White,Full sleeves,"casual, party, wedding, formal, festive, seasonal","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_514,Women's Embroidered Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_285.jpg,Women's Embroidered Kurta Set,Adults,M,"Cotton Blend, Organza",Mid-Range,Ethnic Set,"Smooth fabric, Embroidered, Sheer",Female,"Off-white, Red",Three-quarter sleeves,"casual, festive, party, seasonal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","tan, olive, fair, light","warm, neutral"
APRL_515,Open Front Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_286.jpg,Open Front Abaya,Adults,Free Size,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Embellished sleeves",Female,Black,"Full sleeves, Flared cuffs","casual, party, wedding, formal, seasonal, religious events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_516,Embroidered Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_287.jpg,Embroidered Abaya,Adults,M,Polyester Blend,Mid-Range,Full-body dress,"Smooth fabric, floral embroidery",Female,"Black, White, Gold","Full sleeves, Bell sleeves","casual, formal, religious, festive, party","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_517,Women's Lehenga Choli,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_288.jpg,Women's Lehenga Choli,Adults,M,"Silk Blend, Net",High-Range,"Top wear, Bottom wear","Smooth fabric, Heavy Zari Embroidery, Mirror work, Embellished, Net overlay",Female,Teal Green,Short sleeves,"wedding, party, festive, ceremonial","hourglass, pear, rectangle, inverted triangle","oval, round, heart","fair, light, tan, olive","cool, neutral, warm"
APRL_518,Men's Athletic Track Pants,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_289.jpg,Men's Athletic Track Pants,Adults,M,Polyester Blend,Mid-Range,Bottom wear,Smooth fabric,Male,Black,,athletic,"rectangle, inverted triangle, apple, pear","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_519,Men's Printed Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_290.jpg,Men's Printed Kurta Set,Adults,L,Silk Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Geometric print",Male,"Navy Blue, White, Multi-color print",Full sleeves,"festive, casual, party, wedding","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_520,Men's Hooded Sherpa Lined Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_291.jpg,Men's Hooded Sherpa Lined Jacket,Adults,L,"Polyester Blend, Sherpa/Fleece lining",Mid-Range,Top wear,"Smooth exterior, Fluffy interior",Male,"Black, Cream",Full sleeves,"casual, winter, outdoor","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_521,Men's Thobe/Jubba,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_292.jpg,Men's Thobe/Jubba,Adults,L,Cotton Blend,Mid-Range,Full-length Robe,Smooth fabric,Male,White,Full sleeves,"casual, daily wear, religious events, cultural gatherings","rectangle, inverted triangle, apple, pear, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_522,Men's Thobe/Jubba,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_292.jpg,Men's Thobe/Jubba,Adults,L,Cotton Blend,Mid-Range,Full-length Robe,Smooth fabric,Male,Light Blue,Full sleeves,"casual, daily wear, religious events, cultural gatherings","rectangle, inverted triangle, apple, pear, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_523,Men's Thobe/Jubba,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_292.jpg,Men's Thobe/Jubba,Adults,L,Cotton Blend,Mid-Range,Full-length Robe,Smooth fabric,Male,Cream,Full sleeves,"casual, daily wear, religious events, cultural gatherings","rectangle, inverted triangle, apple, pear, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_524,Men's Thobe/Jubba,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_292.jpg,Men's Thobe/Jubba,Adults,L,Cotton Blend,Mid-Range,Full-length Robe,Smooth fabric,Male,Maroon,Full sleeves,"casual, daily wear, religious events, cultural gatherings","rectangle, inverted triangle, apple, pear, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_525,Layered Asymmetric Tunic Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_293.jpg,Layered Asymmetric Tunic Dress,Adults,Free Size,Polyester Blend,Mid-Range,Dress,"Smooth, Flowy",Female,"Black, Light Pink",Full sleeves,"Casual, Daily wear, Semi-formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","neutral, cool"
APRL_526,Women's Embroidered Kurta Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_294.jpg,Women's Embroidered Kurta Set with Dupatta,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidered, Flowing",Female,"White, Black, Grey",Three-quarter sleeves,"casual, festive, semi-formal, party","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_527,Embroidered Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_295.jpg,Embroidered Sharara Suit,Adults,L,Faux Georgette,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, intricate embroidery, sequin work",Female,Deep Purple,Full sleeves,"wedding, party, festival, engagement, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_528,Women's Embroidered Anarkali Suit Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_297.jpg,Women's Embroidered Anarkali Suit Set,Adult,M,Georgette Blend,Mid-Range,"Top wear, Bottom wear","Flowy, Embellished, Embroidered",Female,Red,Full sleeves,"festive, party, wedding, casual","hourglass, pear, apple, rectangle","oval, round, square, heart","fair, light, tan, olive","warm, neutral"
APRL_529,Women's Printed Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_298.jpg,Women's Printed Sharara Suit,Adults,M,Georgette Blend,Mid-Range,"Top wear, Bottom wear","Printed, Patterned, Pleated, Flowy",Female,"Navy Blue, Teal, Olive Green, Gold, Brown",Sleeveless,"party, wedding, festive, formal, casual (dressy)","hourglass, pear, rectangle","oval, round, heart","dark, tan, olive, fair, light","warm, neutral"
APRL_530,Women's Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_299.jpg,Women's Kaftan Dress,Adults,L,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Intricate embroidery, Embellished",Female,"Teal, Gold",Full sleeves,"casual, party, wedding, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_531,Embroidered Kaftan/Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_300.jpg,Embroidered Kaftan/Abaya,Adults,L,Georgette,Mid-Range,Dress,"Smooth fabric, Intricate embroidery, Embellished",Female,"Black, Gold, Silver","Full sleeves, Batwing sleeves","party, wedding, formal, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_532,Strapless Embellished Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_301.jpg,Strapless Embellished Gown,Adults,M,Chiffon Blend,Mid-Range,Gown,"Smooth fabric, Embroidered bodice",Female,"Turquoise, Gold, Silver",Strapless,"party, wedding, formal, cocktail, engagement","hourglass, pear, inverted triangle, rectangle","oval, round, heart, square","fair, light, tan, olive, dark","neutral, cool, warm"
APRL_533,Women's Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_302.jpg,Women's Kaftan Dress,Adults,L,Chiffon Blend,Mid-Range,Full Dress,"Smooth fabric, Embellishment",Female,"Hot Pink, Aqua Blue",Full sleeves,"casual, festive, party, summer","rectangle, apple, pear, inverted triangle, hourglass","oval, round, square","dark, tan, olive, fair, light","neutral, cool"
APRL_534,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_303.jpg,Embroidered Kaftan Dress,Adults,L,Georgette Blend,Mid-Range,Dress,"Smooth fabric, Embroidery",Female,"Teal Green, Gold, White",Full sleeves,"party, wedding, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_535,Women's High-Waisted Leggings,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_304.jpg,Women's High-Waisted Leggings,Adults,L,Polyester/Spandex Blend,Mid-Range,Bottom wear,"Smooth, stretchy",Female,Light Blue,N/A,"gym, workout, yoga, running, casual","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
